uID,Season,Grid,Species,ID,Capture_type,Date_capture,Station,Trap_type,SVL_mm
350,1,RE2,op,RE2-5310,Marked,24/11/2017,d1,Pitfall,62
351,4,WP2,wm,S4-WP2-4,Marked,21/11/2018,b1,Pitfall,67
352,1,RE2,op,RE2-0540,Marked,25/11/2017,b4,Pitfall,39
353,4,WP2,wm,S4-WP2-4,Marked,22/11/2018,c1,Pitfall,
354,1,RE2,op,RE2-0045,Marked,25/11/2017,e3,Onduline,
355,4,WP2,wm,S4-WP2-5F,Marked,14/11/2018,c2,Pitfall,60
356,1,RE2,op,RE2-0200,Marked,25/11/2017,,Pitfall,55
357,4,WP2,wm,S4-WP2-6S,Marked,14/11/2018,e3,Onduline,64
358,1,RE2,oa,RE2-0303,Marked,25/11/2017,a3,Pitfall,
359,4,WP2,wm,S4-WP2-7S,Marked,14/11/2018,e4,Pitfall,40
360,4,WP2,op,WP2-4400,Marked,15/11/2018,c6,Pitfall,50.5
361,4,WP2,op,WP2-0034,Marked,15/11/2018,e3,Pitfall,58
362,4,WP2,wm,S4-WP2-13,Marked,16/11/2018,a4,Onduline,68
363,4,WP2,wm,S4-WP2-13,Marked,22/11/2018,a4,Onduline,
364,4,WP2,wm,S4-WP2-13,Marked,23/11/2018,a4,Onduline,
365,4,WP2,op,WP2-4020,Marked,16/11/2018,a4,Pitfall,52
366,4,WP2,wm,S4-WP2-14,Marked,16/11/2018,e4,Onduline,61
367,4,WP2,wm,S4-WP2-14,Marked,22/11/2018,e4,Onduline,
368,4,WP2,wm,S4-WP2-14,Marked,28/11/2018,e4,Pitfall,
369,4,WP2,op,WP2-0035,Marked,20/11/2018,c1,Onduline,66
370,4,WP2,wm,S4-WP2-20,Marked,20/11/2018,d4,Pitfall,57
371,4,WP2,wm,S4-WP2-21,Marked,20/11/2018,d5,Pitfall,58
372,4,WP2,wm,S4-WP2-22,Marked,20/11/2018,f3,Onduline,62
373,4,WP2,op,WP2-4050,Marked,21/11/2018,a5,Pitfall,50
374,4,WP2,op,WP2-3500,Marked,21/11/2018,d3,Pitfall,48
375,4,WP2,op,WP2-3400,Marked,21/11/2018,e5,Pitfall,56
376,4,WP2,op,WP2-4005,Marked,22/11/2018,a4,Pitfall,49
377,4,WP2,wm,S4-WP2-23,Marked,22/11/2018,a2,Pitfall,63
378,4,WP2,wm,S4-WP2-24,Marked,22/11/2018,a1,Pitfall,68
379,4,WP2,wm,S4-WP2-25,Marked,22/11/2018,f4,Pitfall,48
380,4,WP2,op,WP2-2005,Marked,23/11/2018,a3,Pitfall,45
381,4,WP2,wm,S4-WP2-15,Marked,23/11/2018,a5,Pitfall,64
382,4,WP2,wm,S4-WP2-27,Marked,27/11/2018,a1,Pitfall,59
383,4,WP2,wm,S4-WP2-28,Marked,27/11/2018,c1,Onduline,60
384,4,WP2,wm,S4-WP2-29,Marked,27/11/2018,d1,Onduline,68
385,4,WP2,op,WP2-5300,Marked,27/11/2018,c3,Onduline,52
386,4,WP2,wm,S4-WP2-30,Marked,27/11/2018,e6,Onduline,59
387,4,WP2,wm,S4-WP2-31,Marked,27/11/2018,e3,Onduline,66
388,4,WP2,op,WP2-3300,Marked,21/11/2018,f3,Pitfall,58
389,4,WP2,op,WP2-3300,Marked,27/11/2018,e2,Onduline,
390,4,WP2,wm,S4-WP2-32,Marked,27/11/2018,f1,Onduline,66
391,4,WP3,wm,S4-WP3-33,Marked,28/11/2018,a4,Onduline,57
392,4,WP3,wm,S4-WP3-34,Marked,28/11/2018,b4,Pitfall,66
393,4,WP3,wm,S4-WP3-34,Marked,5/12/2018,c4,Pitfall,
394,4,WP3,wm,S4-WP3-35,Marked,28/11/2018,b6,Pitfall,63
395,4,WP3,wm,S4-WP3-35,Marked,4/12/2018,a4,Onduline,
396,4,WP3,wm,S4-WP3-35,Marked,12/12/2018,a4,Onduline,
397,4,WP3,wm,S4-WP3-36,Marked,28/11/2018,c5,Pitfall,63
398,4,WP3,wm,S4-WP3-37,Marked,28/11/2018,d6,Pitfall,56
399,4,WP3,wm,S4-WP3-37,Marked,4/12/2018,d6,Pitfall,
400,4,WP3,wm,S4-WP3-38,Marked,28/11/2018,e1,Pitfall,54
401,4,WP3,wm,S4-WP3-..,Marked,28/11/2018,d4,Pitfall,34
402,4,WP3,wm,S4-WP3-39,Marked,28/11/2018,e5,Pitfall,63
403,4,WP3,wm,S4-WP3-40,Marked,28/11/2018,e4,Pitfall,60
404,4,WP3,wm,S4-WP3-41,Marked,28/11/2018,e4,Pitfall,62
405,4,WP3,wm,S4-WP3-42,Marked,28/11/2018,d3,Pitfall,54
406,4,WP3,op,WP3-00(34)0,Marked,29/11/2018,a1,Pitfall,55.5
407,4,WP3,op,WP3-00(34)0,Marked,4/12/2018,e3,Pitfall,
408,4,WP3,wm,S4-WP3-16,Marked,29/11/2018,e4,Onduline,60
409,4,WP3,op,WP3-3030,Marked,29/11/2018,d2,Pitfall,49
410,4,WP3,wm,S4-WP3-39,Marked,29/11/2018,e5,Onduline,65
411,4,WP3,wm,S4-WP3-17,Marked,29/11/2018,e5,Pitfall,64
412,4,WP3,op,WP3-3020,Marked,30/11/2018,a3,Pitfall,47
413,4,WP3,op,WP3-3050,Marked,30/11/2018,d6,Pitfall,50
414,4,WP3,op,WP3-5040,Marked,5/12/2018,b1,Pitfall,52
415,4,WP3,wm,S4-WP3-19,Marked,5/12/2018,a6,Pitfall,71
416,4,WP3,wm,S4-WP3-19,Marked,14/12/2018,b6,Pitfall,
417,4,WP3,wm,S4-WP3-43,Marked,4/12/2018,d6,Pitfall,34
418,4,WP3,wm,S4-WP3-18,Marked,4/12/2018,d4,Pitfall,57
419,4,WP3,wm,S4-WP3-18,Marked,13/12/2018,d5,Pitfall,
420,4,WP3,wm,S4-WP3-44,Marked,6/12/2018,e4,Pitfall,45
421,4,WP3,wm,S4-WP3-45,Marked,7/12/2018,a5,Pitfall,54
422,4,WP3,op,WP3-3005,Marked,7/12/2018,d4,Pitfall,52
423,4,WP3,wm,S4-WP3-46,Marked,11/12/2018,e5,Pitfall,61
424,4,WP3,wm,S4-WP3-47,Marked,12/12/2018,a4,Onduline,63
425,4,WP3,wm,S4-WP3-48,Marked,12/12/2018,b5,Pitfall,54
426,4,WP3,wm,S4-WP3-49,Marked,12/12/2018,b5,Pitfall,67
427,4,WP3,wm,S4-WP3-50,Marked,13/12/2018,b5,Pitfall,43
428,4,WP3,wm,S4-WP3-51,Marked,13/12/2018,b5,Pitfall,44
429,4,WP3,wm,S4-WP3-52,Marked,14/12/2018,b4,Pitfall,52
430,4,WP3,wm,S4-WP3-53,Marked,14/12/2018,b5,Pitfall,65.5
431,4,MP1,wm,S4-MP1-9,Marked,4/12/2018,b4,Onduline,56
432,4,MP1,op,MP1-0402,Marked,7/12/2018,a1,Pitfall,58
433,4,MP1,op,MP1-0005,Marked,13/12/2018,f2,Pitfall,53
434,4,MP1,op,MP1-4400,Marked,21/12/2018,a2,Pitfall,52
435,4,MP2,wm,S4-MP2-1,Marked,13/11/2018,a4,Pitfall,56
436,4,MP2,op,MP2-0350j,Marked,14/11/2018,c5,Pitfall,43
437,4,MP2,wm,S4-MP2-5,Marked,15/11/2018,b5,Pitfall,67
438,4,MP2,op,MP2-0203,Marked,15/11/2018,d2,Onduline,43.5
439,4,MP2,wm,S4-MP2-6,Marked,15/11/2018,a5,Pitfall,53
440,4,MP2,wm,S4-MP2-6,Marked,27/11/2018,e5,Onduline,
441,4,MP2,wm,S4-MP2-7,Marked,16/11/2018,a1,Pitfall,58
442,4,MP2,op,MP2-0350m,Marked,22/11/2018,d1,Onduline,51.5
443,4,MP2,wm,S4-MP2-4F,Marked,23/11/2018,a4,Onduline,62
444,4,MP2,op,MP2-0404,Marked,23/11/2018,c6,Pitfall,53
445,4,MP2,op,MP2-0403,Marked,23/11/2018,a5,Pitfall,54
446,4,MP2,op,MP2-5005,Marked,28/11/2018,f4,Pitfall,62
447,4,MP2,op,MP2-5005,Marked,29/11/2018,f4,Pitfall,
448,5,WP2,wm,S5-WP2-1,Marked,12/10/2019,a6,Pitfall,60
449,5,WP2,wm,S5-WP2-2,Marked,12/10/2019,a6,Pitfall,61
450,5,WP2,op,WP2-0300,Marked,12/10/2019,a5,Onduline,44
451,5,WP2,wm,S5-WP2-3,Marked,12/10/2019,d6,Onduline,64
452,5,WP2,wm,S5-WP2-4,Marked,12/10/2019,d4,Onduline,40
453,5,WP2,wm,S5-WP2-5,Marked,12/10/2019,b1,Pitfall,46
454,5,WP2,op,WP2-00(34)0,Marked,12/10/2019,b1,Pitfall,61
455,5,WP2,op,WP2-0001,Marked,12/10/2019,b1,Pitfall,57
456,5,WP2,wm,S5-WP2-6,Marked,12/10/2019,c1,Pitfall,65
457,5,WP2,wm,S5-WP2-7,Marked,12/10/2019,c1,Pitfall,66
458,5,WP2,op,WP2-0201,Marked,12/10/2019,b3,Pitfall,47
459,5,WP2,wm,S5-WP2-8,Marked,12/10/2019,d5,Onduline,58
460,5,WP2,wm,S5-WP2-9,Marked,12/10/2019,e4,Pitfall,
461,5,WP2,op,WP2-0310,Marked,12/10/2019,e4,Pitfall,56
462,5,WP2,wm,S5-WP2-10,Marked,12/10/2019,e3,Onduline,60
463,5,WP2,wm,S5-WP2-11,Marked,12/10/2019,f3,Pitfall,68
464,5,WP2,wm,S5-WP2-12,Marked,12/10/2019,f3,Pitfall,64
465,5,WP2,wm,S5-WP2-13,Marked,12/10/2019,f2,Pitfall,58
466,5,WP2,wm,S5-WP2-14,Marked,12/10/2019,e2,Pitfall,66
467,5,WP2,wm,S5-WP2-15,Marked,12/10/2019,d1,Pitfall,60
468,5,WP2,wm,S5-WP2-16,Marked,13/10/2019,a6,Pitfall,56
469,5,WP2,op,WP2-0023,Marked,13/10/2019,a6,Pitfall,63.5
470,5,WP2,op,WP2-0040,Marked,13/10/2019,a4,Pitfall,58
471,5,WP2,op,WP2-2500,Marked,13/10/2019,a2,Pitfall,46
472,5,WP2,op,WP2-2400,Marked,13/10/2019,b1,Pitfall,60
473,5,WP2,op,WP2-2300,Marked,13/10/2019,d1,Pitfall,44
474,5,WP2,wm,S5-WP2-17,Marked,13/10/2019,c6,Onduline,42
475,5,WP2,op,WP2-2200,Marked,13/10/2019,f4,Pitfall,43
476,5,WP2,op,WP2-2100,Marked,13/10/2019,f4,Pitfall,48
477,5,WP2,op,WP2-5003,Marked,14/10/2019,b1,Pitfall,56
478,5,WP2,wm,S5-WP2-25,Marked,14/10/2019,c6,Onduline,54
479,5,WP2,op,WP2-5004,Marked,14/10/2019,f2,Onduline,45
480,5,WP2,op,WP2-0041,Marked,17/10/2019,a6,Pitfall,44
481,5,WP2,op,WP2-0051,Marked,17/10/2019,a6,Pitfall,58
482,5,WP2,wm,S5-WP2-26,Marked,17/10/2019,c1,Onduline,67
483,5,WP2,op,WP2-0501,Marked,17/10/2019,c2,Pitfall,59
484,5,WP2,op,WP2-3003,Marked,17/10/2019,d6,Pitfall,36
485,5,WP2,wm,S5-WP2-28,Marked,18/10/2019,b6,Onduline,55
486,5,WP2,wm,S5-WP2-H,Marked,18/10/2019,b4,Onduline,56
487,5,WP2,op,WP2-0102,Marked,18/10/2019,,Onduline,60
488,5,WP2,op,WP2-4003,Marked,19/10/2019,d3,Onduline,37
489,5,WP2,wm,S5-WP2-27,Marked,20/10/2019,b1,Onduline,54
490,5,WP3,wm,S5-WP3-1,Marked,22/10/2019,a1,Onduline,64
491,5,WP3,wm,S5-WP3-2,Marked,22/10/2019,b5,Onduline,32.5
492,5,WP3,wm,S5-WP3-J,Marked,22/10/2019,e5,Onduline,43
493,5,WP3,wm,S5-WP3-3,Marked,22/10/2019,d1,Onduline,59
494,5,WP3,wm,S5-WP3-4,Marked,22/10/2019,e3,Onduline,54
495,5,WP3,op,WP3-1010,Marked,23/10/2019,b3,Pitfall,57
496,5,WP3,wm,S5-WP3-5,Marked,23/10/2019,e3,Pitfall,62
497,5,WP3,wm,S5-WP3-6,Marked,23/10/2019,d5,Pitfall,53
498,5,WP3,wm,S5-WP3-7,Marked,23/10/2019,d5,Pitfall,45
499,5,WP3,op,WP3-1400,Marked,24/10/2019,a1,Pitfall,46
500,5,WP3,op,WP3-3005,Marked,24/10/2019,a2,Pitfall,46
501,5,WP3,op,WP3-400(34),Marked,24/10/2019,a4,Pitfall,46
502,5,WP3,op,WP3-5005,Marked,24/10/2019,a6,Pitfall,54
503,5,WP3,op,WP3-5010,Marked,24/10/2019,a6,Pitfall,62
504,5,WP3,op,WP3-2001,Marked,24/10/2019,d3,Pitfall,43
505,5,WP3,op,WP3-1002,Marked,24/10/2019,e1,Pitfall,48
506,5,WP3,op,WP3-1003,Marked,24/10/2019,e1,Pitfall,41
507,5,WP3,wm,S5-WP3-8,Marked,24/10/2019,e5,Onduline,34
508,5,WP3,wm,S5-WP3-9,Marked,26/10/2019,b4,Pitfall,54
509,5,WP3,wm,S5-WP3-10,Marked,26/10/2019,b5,Pitfall,61
510,5,WP3,wm,S5-WP3-11,Marked,26/10/2019,d5,Pitfall,48
511,5,WP3,op,WP3-0015,Marked,26/10/2019,d4,Pitfall,52
512,5,WP3,wm,S5-WP3-12,Marked,28/10/2019,b5,Pitfall,56
513,5,WP3,wm,S5-WP3-13,Marked,28/10/2019,c4,Pitfall,68
514,5,WP3,op,WP3-2010,Marked,28/10/2019,c6,Pitfall,46
515,5,WP3,op,WP3-1500,Marked,28/10/2019,e4,Pitfall,46
516,5,WP3,wm,S5-WP3-…,Marked,28/10/2019,d3,Pitfall,55
517,5,MP1,wm,S5-MP1-1,Marked,16/10/2019,b4,Pitfall,62
518,5,MP1,wm,S5-MP1-2,Marked,16/10/2019,b4,Pitfall,58
519,5,MP1,op,MP1-0402,Marked,23/10/2019,a1,Pitfall,61
520,5,MP1,wm,S5-MP1-6,Marked,18/10/2019,b1,Pitfall,62
521,5,MP1,wm,S5-MP1-7,Marked,18/10/2019,d1,Onduline,
522,5,MP1,op,MP1-2002,Marked,18/10/2019,e2,Onduline,38
523,5,MP1,op,MP1-0204,Marked,19/10/2019,e5,Pitfall,38
524,5,MP1,op,MP1-0220,Marked,23/10/2019,e5,Pitfall,52
525,5,MP2,op,MP2-0030f,Marked,29/10/2019,a5,Pitfall,62
526,5,MP2,op,MP2-0403,Marked,29/10/2019,a5,Pitfall,63
527,5,MP2,op,MP2-0230,Marked,29/10/2019,a5,Pitfall,
528,5,MP2,op,MP2-0240,Marked,29/10/2019,a5,Pitfall,
529,5,MP2,op,MP2-0250,Marked,29/10/2019,a5,Pitfall,
530,5,MP2,wm,S5-MP2-1,Marked,29/10/2019,b1,Pitfall,69
531,5,MP2,wm,S5-MP2-2,Marked,29/10/2019,c4,Pitfall,61
532,5,MP2,wm,S5-MP2-3,Marked,29/10/2019,d6,Onduline,60
533,5,MP2,wm,S5-MP2-4,Marked,29/10/2019,d5,Pitfall,60
534,5,MP2,wm,S5-MP2-5,Marked,29/10/2019,d1,Pitfall,59
535,5,MP2,op,MP2-5102,Marked,29/10/2019,a5,Pitfall,60
536,5,MP2,op,MP2-5103,Marked,29/10/2019,a5,Pitfall,56
537,5,MP2,wm,S5-MP2-6,Marked,30/10/2019,b3,Onduline,53
538,5,MP2,op,MP2-0304,Marked,30/10/2019,f4,Pitfall,57
539,5,MP2,wm,S5-MP2-7,Marked,31/10/2019,a4,Onduline,67
540,2,RE1,op,RE1-0400,Marked,7/01/2018,a5,Pitfall,43
541,5,MP2,wm,S5-MP2-8,Marked,31/10/2019,b4,Onduline,63
542,2,RE1,op,RE1-0205,Marked,7/01/2018,a6,Pitfall,65
543,5,MP2,op,MP2-0350m,Marked,31/10/2019,d4,Pitfall,
544,2,RE1,op,RE1-4400,Marked,7/01/2018,b3,Pitfall,48
545,5,MP2,wm,S5-MP2--,Marked,3/11/2019,b3,Onduline,33
546,2,RE1,op,RE1-4400,Marked,12/01/2018,b3,Pitfall,
547,5,MP2,op,MP2-0004m,Marked,3/11/2019,b4,Pitfall,53
548,2,RE1,op,RE1-4400,Marked,14/01/2018,b3,Pitfall,
549,5,MP2,op,MP2-0530,Marked,3/11/2019,a6,Pitfall,41
550,2,RE1,op,RE1-3000,Marked,7/01/2018,c5,Pitfall,58
551,5,MP2,wm,S5-MP2-U1,Marked,3/11/2019,d5,Pitfall,32
552,2,RE1,op,RE1-3000,Marked,8/01/2018,a4,Pitfall,
553,5,MP2,op,MP2-5143,Marked,5/11/2019,a5,Pitfall,56
554,2,RE1,op,RE1-3000,Marked,9/01/2018,c3,Pitfall,
555,5,MP2,op,MP2-0(34)00,Marked,5/11/2019,f6,Pitfall,41
556,2,RE1,op,RE1-3000,Marked,10/01/2018,f2,Onduline,
557,5,MP2,wm,S5-MP2-U2,Marked,5/11/2019,d1,Pitfall,42
558,2,RE1,op,RE1-3000,Marked,12/01/2018,b3,Pitfall,
559,5,MP2,op,MP2-0203,Marked,5/11/2019,d1,Pitfall,62
560,2,RE1,op,RE1-3000,Marked,14/01/2018,b3,Pitfall,
561,5,WP2,op,WP2-0300,Marked,13/10/2019,a5,Pitfall,
562,2,RE1,op,RE1-4500,Marked,7/01/2018,e5,Pitfall,46
563,5,WP2,op,WP2-0300,Marked,20/10/2019,a6,Pitfall,
564,2,RE1,op,RE1-00(34)0,Marked,7/01/2018,e3,Pitfall,64.5
565,5,WP2,op,WP2-0310,Marked,14/10/2019,f4,Pitfall,
566,2,RE1,op,RE1-00(13)5,Marked,8/01/2018,a4,Pitfall,64
567,5,WP2,op,WP2-0040,Marked,17/10/2019,a4,Pitfall,
568,2,RE1,op,RE1-00(13)5,Marked,12/01/2018,b3,Pitfall,64
569,5,WP2,op,WP2-2400,Marked,17/10/2019,a6,Pitfall,
570,2,RE1,op,RE1-0054f,Marked,8/01/2018,d1,Pitfall,62
571,5,WP2,op,WP2-2100,Marked,20/10/2019,e5,Onduline,
572,2,RE1,op,RE1-0003,Marked,8/01/2018,d5,Pitfall,68
573,5,WP2,op,WP2-5003,Marked,17/10/2019,b1,Pitfall,
574,2,RE1,op,RE1-3010,Marked,9/01/2018,a5,Pitfall,46
575,5,WP2,op,WP2-5003,Marked,19/10/2019,b1,Pitfall,
576,2,RE1,op,RE1-0105,Marked,10/01/2018,f2,Pitfall,58
577,5,WP2,op,WP2-0051,Marked,18/10/2019,d5,Onduline,
578,2,RE1,oa,RE1-5200,Marked,10/01/2018,d2,Pitfall,57
579,5,MP1,op,MP1-0402,Marked,17/10/2019,a1,Pitfall,
580,2,RE1,op,RE1-0440,Marked,14/01/2018,a4,Pitfall,54
581,5,MP2,op,MP2-0030f,Marked,30/10/2019,c4,Pitfall,
582,2,RE1,op,RE1-0041,Marked,14/01/2018,c3,Pitfall,48
583,5,MP2,op,MP2-0030f,Marked,3/11/2019,b4,Pitfall,
584,2,RE1,op,RE1-00(15)0,Marked,14/01/2018,d5,Pitfall,26
585,5,MP2,op,MP2-0030f,Marked,5/11/2019,a5,Pitfall,
586,2,RE2,op,RE2-0103,Marked,7/01/2018,c2,Onduline,47
587,5,MP2,op,MP2-0403,Marked,30/10/2019,a5,Pitfall,
588,2,RE2,op,RE2-0340,Marked,7/01/2018,a6,Onduline,51.5
589,5,MP2,op,MP2-5103,Marked,3/11/2019,a5,Pitfall,
590,2,RE2,op,RE2-0340,Marked,7/01/2018,a4,Pitfall,
591,5,WP2,wm,S5-WP2-3,Marked,13/10/2019,d6,Pitfall,
592,2,RE2,op,RE2-0302,Marked,7/01/2018,a4,Pitfall,58
593,5,WP2,wm,S5-WP2-3,Marked,14/10/2019,d6,Pitfall,
594,2,RE2,op,RE2-(45)505,Marked,7/01/2018,b4,Pitfall,65
595,5,WP2,wm,S5-WP2-4,Marked,13/10/2019,d4,Onduline,
596,2,RE2,op,RE2-0205,Marked,7/01/2018,a3,Pitfall,50
597,5,WP2,wm,S5-WP2-4,Marked,14/10/2019,d4,Onduline,
598,2,RE2,wm,S2-RE2-1,Marked,7/01/2018,e1,Onduline,69
599,5,WP2,wm,S5-WP2-4,Marked,17/10/2019,d4,Onduline,
600,2,RE2,op,RE2-5310,Marked,7/01/2018,a1,Pitfall,65
601,5,WP2,wm,S5-WP2-4,Marked,18/10/2019,c5,Onduline,
602,2,RE2,op,RE2-0503,Marked,7/01/2018,a1,Pitfall,47
603,5,WP2,wm,S5-WP2-6,Marked,14/10/2019,c2,Onduline,
604,2,RE2,op,RE2-004(35),Marked,8/01/2018,e1,Pitfall,57
605,5,WP2,wm,S5-WP2-26,Marked,18/10/2019,c1,Pitfall,
606,2,RE2,op,RE2-5310,Marked,9/01/2018,b1,Pitfall,63
607,5,WP2,wm,S5-WP2-26,Marked,19/10/2019,c1,Pitfall,
608,2,RE2,op,RE2-0220,Marked,10/01/2018,f6,Pitfall,57
609,5,WP3,wm,S5-WP3-J,Marked,23/10/2019,e5,Onduline,
610,2,RE2,op,RE2-4001,Marked,10/01/2018,e5,Pitfall,
611,5,WP3,wm,S5-WP3-J,Marked,24/10/2019,e5,Onduline,
612,2,RE2,oa,RE2-3001,Marked,10/01/2018,d3,Pitfall,53
613,5,WP3,wm,S5-WP3-J,Marked,26/10/2019,e5,Onduline,
614,2,RE2,op,RE2-4(15)05,Marked,10/01/2018,b4,Onduline,64
615,5,WP3,wm,S5-WP3-5,Marked,28/10/2019,e4,Pitfall,
616,2,RE2,oa,RE2-000(35),Marked,10/01/2018,d1,Pitfall,57
617,5,WP3,wm,S5-WP3-6,Marked,24/10/2019,d5,Pitfall,
618,2,RE2,oa,RE2-000(35),Marked,12/01/2018,b1,Pitfall,
619,5,WP3,wm,S5-WP3-6,Marked,26/10/2019,d5,Pitfall,
620,2,RE2,oa,RE2-0300M,Marked,11/01/2018,e3,Pitfall,56
621,5,WP3,wm,S5-WP3-7,Marked,26/10/2019,d5,Pitfall,
622,2,RE2,op,RE2-0102,Marked,11/01/2018,d6,Onduline,50
623,5,WP3,wm,S5-WP3-8,Marked,28/10/2019,e5,Onduline,
624,2,RE2,op,RE2-0104,Marked,11/01/2018,e1,Onduline,65
625,5,WP3,wm,S5-WP3-10,Marked,28/10/2019,b5,Pitfall,
626,2,RE2,op,RE2-1002m,Marked,14/01/2018,e5,Pitfall,41
627,5,MP1,wm,S5-MP1-1,Marked,23/10/2019,b4,Pitfall,
628,2,RE2,oa,RE2-0230,Marked,14/01/2018,f5,Pitfall,58
629,5,MP1,wm,S5-MP1-2,Marked,20/10/2019,e4,Onduline,
630,2,RE2,op,RE2-40(34)5,Marked,14/01/2018,f6,Pitfall,57.5
631,5,MP1,wm,S5-MP1-2,Marked,23/10/2019,d4,Pitfall,
632,2,RE2,op,RE2-1003,Marked,14/01/2018,e2,Pitfall,47
633,5,MP1,wm,S5-MP1-6,Marked,19/10/2019,b1,Pitfall,
634,2,RE2,oa,RE2-0303,Marked,12/01/2018,b1,Pitfall,57
635,5,MP1,wm,S5-MP1-6,Marked,20/10/2019,b1,Pitfall,
636,2,RE2,oa,RE2-0031,Marked,12/01/2018,b1,Pitfall,55
637,5,MP1,wm,S5-MP1-7,Marked,19/10/2019,d1,Pitfall,
638,5,MP1,wm,S5-MP1-7,Marked,20/10/2019,d1,Pitfall,
639,5,MP2,wm,S5-MP2-2,Marked,31/10/2019,b4,Pitfall,
640,5,MP2,wm,S5-MP2-3,Marked,30/10/2019,d6,Onduline,
641,5,MP2,wm,S5-MP2-3,Marked,31/10/2019,d6,Onduline,
642,5,MP2,wm,S5-MP2-3,Marked,3/11/2019,d6,Onduline,
643,5,MP2,wm,S5-MP2-3,Marked,5/11/2019,d5,Onduline,
644,5,MP2,wm,S5-MP2-5,Marked,5/11/2019,d1,Pitfall,
645,5,MP2,wm,S5-MP2-6,Marked,31/10/2019,b3,Onduline,
646,5,MP2,wm,S5-MP2-6,Marked,5/11/2019,a5,Pitfall,
647,6,MP2,wm,S6-MP2-5,Marked,29/02/2020,d1,Pitfall,68
648,6,MP2,wm,S6-MP2-7,Marked,29/02/2020,b3,Pitfall,66
649,6,MP2,wm,S6-MP2-6,Marked,29/02/2020,d2,Pitfall,69
650,6,MP2,wm,S6-MP2-8,Marked,29/02/2020,f6,Pitfall,65
651,6,MP2,wm,S6-MP2-9,Marked,29/02/2020,f6,Pitfall,67
652,6,MP2,wm,S6-MP2-10,Marked,29/02/2020,b6,Onduline,46
653,6,MP2,wm,S6-MP2-12,Marked,29/02/2020,b6,Pitfall,68
654,6,MP2,wm,S6-MP2-11,Marked,29/02/2020,f4,Onduline,50
655,6,MP2,wm,S6-MP2-13,Marked,29/02/2020,f3,Onduline,66
656,6,MP2,wm,S6-MP2-14,Marked,29/02/2020,e1,Pitfall,33
657,6,MP2,wm,S6-MP2-15,Marked,29/02/2020,e1,Pitfall,34
658,6,MP2,op,,Observed,29/02/2020,e1,Onduline,
659,6,MP2,wm,S6-MP2-- -,Marked,29/02/2020,c4,Onduline,45
660,6,MP1,wm,S6-MP1-1,Marked,29/02/2020,b6,Pitfall,64
661,6,MP1,op,,Observed,29/02/2020,b6,Onduline,
662,6,MP1,wm,S6-MP1-2,Marked,29/02/2020,f3,Onduline,60
663,6,MP1,wm,S6-MP1-3,Marked,29/02/2020,e1,Pitfall,58
664,6,MP1,wm,S6-MP1-4,Marked,29/02/2020,f1,Pitfall,64
665,6,MP1,wm,S6-MP1-2,Marked,29/02/2020,f2,Onduline,60
666,6,MP1,op,MP1-2002,Marked,29/02/2020,e2,Onduline,52
667,6,WP2,wm,S6-WP2-16,Marked,29/02/2020,a6,Onduline,63
668,6,WP2,wm,S6-WP2-17,Marked,29/02/2020,b6,Onduline,45
669,6,WP2,op,,Dead,29/02/2020,a5,Pitfall,
670,6,WP2,unidentified,,Observed,29/02/2020,a2,Onduline,
671,6,WP2,wm,,Dead,29/02/2020,a2,Onduline,
672,6,WP2,unidentified,,Observed,29/02/2020,c1,Pitfall,
673,6,WP2,wm,S6-WP2-18,Marked,29/02/2020,c2,Pitfall,67
674,6,WP2,wm,S6-WP2-19,Marked,29/02/2020,d4,Pitfall,66
675,6,WP3,wm,S6-WP3-1,Marked,29/02/2020,b2,Pitfall,66
676,6,WP3,wm,S6-WP3-2,Marked,29/02/2020,a2,Pitfall,60
677,6,WP3,wm,S6-WP3-3,Marked,29/02/2020,a3,Pitfall,45
678,6,WP3,wm,S6-WP3-4,Marked,29/02/2020,a4,Pitfall,64
679,6,WP3,wm,S6-WP3-5,Marked,29/02/2020,b4,Pitfall,45
680,6,WP3,wm,S6-WP3-6,Marked,29/02/2020,b4,Pitfall,67
681,6,WP3,wm,,Observed,29/02/2020,a6,Onduline,
682,6,WP3,wm,S6-WP3-7,Marked,29/02/2020,b4,Pitfall,37
683,6,WP3,wm,S6-WP3-8,Marked,29/02/2020,c6,Onduline,55
684,6,WP3,wm,,Observed,29/02/2020,d5,Onduline,
685,6,WP3,op,,Observed,29/02/2020,d4,Onduline,
686,6,WP3,wm,,Observed,29/02/2020,c4,Onduline,
687,6,WP3,wm,S6-WP3-9,Marked,29/02/2020,c3,Pitfall,58
688,6,WP3,wm,S6-WP3-10,Marked,29/02/2020,c2,Pitfall,58
689,6,WP3,wm,S6-WP3-11,Marked,29/02/2020,f1,Onduline,49
690,6,WP3,wm,S6-WP3-12,Marked,29/02/2020,f1,Pitfall,62
691,6,WP3,wm,S6-WP3-13,Marked,29/02/2020,e3,Pitfall,64
692,6,WP3,wm,,Observed,29/02/2020,e3,Pitfall,
693,6,WP3,wm,S6-WP3-15,Marked,29/02/2020,e5,Pitfall,48
694,6,WP3,wm,,Observed,29/02/2020,e5,Pitfall,
695,6,WP3,wm,S6-WP3-14,Marked,29/02/2020,e5,Pitfall,56
696,6,WP3,op,,Observed,29/02/2020,a2,Pitfall,
697,6,WP3,wm,S6-WP3-- -,Marked,29/02/2020,d4,Onduline,30
